id	instanceid	Ãû³Æ	ÊýÁ¿	HP±¶Êý	¹¥»÷±¶Êý	ÕóÓª	½ÇÉ«ÀàÐÍ
0	61701	¶«í³ÕþÌü	3000	40	0.3	1	1
0	22250	¶«í³ÄÏÓªÕ¯	500	4	0.3	0	4
0	61702	¶«í³¼ýËþ	1000	20	0.3	1	2
0	61703	¶«í³¼ýËþ	1000	20	0.3	1	2
0	61704	¶«í³ÄÏ³ÇÃÅ	1200	20	0.3	1	3
0	61705	¶«í³±±³ÇÃÅ	1200	20	0.3	1	3
0	61706	±°ÑÜ	2000	4	0.3	1	7
0	61707	Í»Æï±ø	700	4	0.3	1	8
0	61708	Í»Æï±ø	700	4	0.3	1	8
0	61709	¹­¼ý±ø	700	4	0.3	1	8
0	61710	¹­¼ý±ø	700	4	0.3	1	8
0	61711	¹­¼ý±ø	700	4	0.3	1	8
0	61712	¹­¼ý±ø	700	4	0.3	1	8
0	61713	¹­¼ý±ø	700	4	0.3	1	8
0	61714	³¤êª±ø	700	4	0.3	1	8
0	61715	³¤êª±ø	700	4	0.3	1	8
0	61716	Í»Æï±ø	700	4	0.3	1	8
0	61717	ÇáÆï±ø	700	4	0.3	1	8
0	61718	¹­¼ý±ø	700	4	0.3	1	8
0	61719	¹­¼ý±ø	700	4	0.3	1	8
0	61720	³¤êª±ø	700	4	0.3	1	8
0	61721	³¤êª±ø	700	4	0.3	1	8
0	61722	Í»Æï±ø	700	4	0.3	1	8
0	61723	ÇáÆï±ø	700	4	0.3	1	8
0	61724	ÇáÆï±ø	700	4	0.3	1	8
0	61725	ÇáÆï±ø	700	4	0.3	1	8
0	61726	ÇáÆï±ø	700	4	0.3	1	8
0	61727	Í»Æï±ø	700	4	0.3	1	8
0	61728	Í»Æï±ø	700	4	0.3	1	8
0	61729	Ñîìñ	2000	4	0.3	1	7
0	61730	ÇáÆï±ø	700	4	0.3	1	8
0	61731	ÇáÆï±ø	700	4	0.3	1	8
0	61732	ÇáÆï±ø	700	4	0.3	1	8
0	61733	Í»Æï±ø	700	4	0.3	1	8
0	61734	ÇáÆï±ø	700	4	0.3	1	8
0	61735	Í»Æï±ø	700	4	0.3	1	8
0	61736	¹­¼ý±ø	700	4	0.3	1	8
0	61737	¹­¼ý±ø	700	4	0.3	1	8
0	61738	¹­¼ý±ø	700	4	0.3	1	8
0	61739	¹­¼ý±ø	700	4	0.3	1	8
0	61740	¹­¼ý±ø	700	4	0.3	1	8
0	61741	¹­¼ý±ø	700	4	0.3	1	8
0	61742	¹­¼ý±ø	700	4	0.3	1	8
0	61743	¹­¼ý±ø	700	4	0.3	1	8
0	61744	¹­¼ý±ø	700	4	0.3	1	8
0	61745	¹­¼ý±ø	700	4	0.3	1	8
0	61746	¹­¼ý±ø	700	4	0.3	1	8
0	61747	¹­¼ý±ø	700	4	0.3	1	8
0	61748	¹­¼ý±ø	700	4	0.3	1	8
0	61749	¹­¼ý±ø	700	4	0.3	1	8
0	61750	ÇáÆï±ø	700	4	0.3	1	8
0	61751	Í»Æï±ø	700	4	0.3	1	8
0	61752	ÇáÆï±ø	700	4	0.3	1	8
0	61753	Í»Æï±ø	700	4	0.3	1	8
0	61754	Í»Æï±ø	700	4	0.3	1	8
0	61755	Í»Æï±ø	700	4	0.3	1	8
0	61756	ÇáÆï±ø	700	4	0.3	1	8
0	61757	Í»Æï±ø	700	4	0.3	1	8
0	61758	ÇáÆï±ø	700	4	0.3	1	8
0	61759	Í»Æï±ø	700	4	0.3	1	8
0	61760	¹­¼ý±ø	700	4	0.3	1	8
0	61761	¹­¼ý±ø	700	4	0.3	1	8
0	61762	¹­¼ý±ø	700	4	0.3	1	8
0	61763	¹­¼ý±ø	700	4	0.3	1	8
0	61764	¹­¼ý±ø	700	4	0.3	1	8
0	61765	¹­¼ý±ø	700	4	0.3	1	8
0	61766	¹­¼ý±ø	700	4	0.3	1	8
0	61767	¹­¼ý±ø	700	4	0.3	1	8
0	61768	¹­¼ý±ø	700	4	0.3	1	8
0	61769	¹­¼ý±ø	700	4	0.3	1	8
0	61770	¹­¼ý±ø	700	4	0.3	1	8
0	61771	¹­¼ý±ø	700	4	0.3	1	8
0	61772	ÇáÆï±ø	700	4	0.3	1	8
0	61773	ÇáÆï±ø	700	4	0.3	1	8
0	61774	ÇáÆï±ø	700	4	0.3	1	8
0	61775	Í»Æï±ø	700	4	0.3	1	8
0	61776	Í»Æï±ø	700	4	0.3	1	8
