id	instanceid	靡備	杅講	HP捷杅	馴僻捷杅	淝茠	褒伎濬倰
0	62101	荻燮昹傑藷	1200	20	0.3	1	3
0	22426	荻燮茠朘	500	4	0.3	0	4
0	22427	荻燮茠朘	500	4	0.3	0	4
0	22428	荻燮茠朘	500	4	0.3	0	4
0	62102	荻燮陲傑藷	1200	20	0.3	1	3
0	62103	荻燮鰍傑藷	1200	20	0.3	1	3
0	62104	荻燮淉泆	3000	40	0.3	1	1
0	62105	荻燮璋坢	1000	20	0.3	1	2
0	62106	荻燮璋坢	1000	20	0.3	1	2
0	62107	祭僅跦	2000	4	0.3	1	7
0	62108	僮璋條	700	4	0.3	1	8
0	62109	僮璋條	700	4	0.3	1	8
0	62110	僮璋條	700	4	0.3	1	8
0	62111	僮璋條	700	4	0.3	1	8
0	62112	笭る條	700	4	0.3	1	8
0	62113	笭る條	700	4	0.3	1	8
0	62114	笭る條	700	4	0.3	1	8
0	62115	笭る條	700	4	0.3	1	8
0	62116	僮璋條	700	4	0.3	1	8
0	62117	僮璋條	700	4	0.3	1	8
0	62118	僮璋條	700	4	0.3	1	8
0	62119	僮璋條	700	4	0.3	1	8
0	62120	僮璋條	700	4	0.3	1	8
0	62121	僮璋條	700	4	0.3	1	8
0	62122	僮璋條	700	4	0.3	1	8
0	62123	僮璋條	700	4	0.3	1	8
0	62124	僮璋條	700	4	0.3	1	8
0	62125	芼る	700	4	0.3	1	8
0	62126	螞掀夔	2000	4	0.3	1	7
0	62127	僮璋條	700	4	0.3	1	8
0	62128	僮璋條	700	4	0.3	1	8
0	62129	僮璋條	700	4	0.3	1	8
0	62130	僮璋條	700	4	0.3	1	8
0	62131	僮璋條	700	4	0.3	1	8
0	62132	僮璋條	700	4	0.3	1	8
0	62133	僮璋條	700	4	0.3	1	8
0	62134	僮璋條	700	4	0.3	1	8
0	62135	笭祭條	700	4	0.3	1	8
0	62136	笭祭條	700	4	0.3	1	8
0	62137	笭祭條	700	4	0.3	1	8
0	62138	笭祭條	700	4	0.3	1	8
0	62139	笭祭條	700	4	0.3	1	8
0	62140	笭祭條	700	4	0.3	1	8
0	62141	犒竅峎	2000	4	0.3	1	7
0	62142	僮璋條	700	4	0.3	1	8
0	62143	僮璋條	700	4	0.3	1	8
0	62144	僮璋條	700	4	0.3	1	8
0	62145	僮璋條	700	4	0.3	1	8
0	62146	僮璋條	700	4	0.3	1	8
0	62147	僮璋條	700	4	0.3	1	8
0	62148	祭僅翱	2000	4	0.3	1	7
0	62149	шる	700	4	0.3	1	8
0	62150	шる	700	4	0.3	1	8
0	62151	僮璋條	700	4	0.3	1	8
0	62152	僮璋條	700	4	0.3	1	8
0	62153	璋瞼	1000	20	0.3	1	2
0	62154	僮璋條	700	4	0.3	1	8
0	62155	僮璋條	700	4	0.3	1	8
0	62156	璋瞼	1000	20	0.3	1	2
0	62157	僮璋條	700	4	0.3	1	8
0	62158	僮璋條	700	4	0.3	1	8
0	62159	шる	700	4	0.3	1	8
0	62160	шる	700	4	0.3	1	8
0	62161	шる	700	4	0.3	1	8
0	62162	шる	700	4	0.3	1	8
0	62163	шる	700	4	0.3	1	8
0	62164	僮璋條	700	4	0.3	1	8
0	62165	僮璋條	700	4	0.3	1	8
0	62166	僮璋條	700	4	0.3	1	8
0	62167	僮璋條	700	4	0.3	1	8
0	62168	僮璋條	700	4	0.3	1	8
0	62169	僮璋條	700	4	0.3	1	8
0	62170	僮璋條	700	4	0.3	1	8
0	62171	僮璋條	700	4	0.3	1	8
0	62172	僮璋條	700	4	0.3	1	8
0	62173	僮璋條	700	4	0.3	1	8
