id	instanceid	靡備	杅講	HP捷杅	馴僻捷杅	淝茠	褒伎濬倰
0	84101	蕅峈昹傑藷	1200	20	0.3	1	3
0	22404	蕅峈鰍茠朘	500	4	0.3	0	4
0	84102	蕅峈鰍傑藷	1200	20	0.3	1	3
0	84103	蕅峈陲傑藷	1200	20	0.3	1	3
0	84104	蕅峈淉泆	3000	40	0.3	1	1
0	84105	蕅峈璋坢	1000	20	0.3	1	2
0	84106	蕅峈璋坢	1000	20	0.3	1	2
0	84107	璋坢	1000	20	0.3	1	2
0	84108	笭祭條	700	4	0.3	1	8
0	84109	笭祭條	700	4	0.3	1	8
0	84110	шる條	700	4	0.3	1	8
0	84111	шる條	700	4	0.3	1	8
0	84112	шる條	700	4	0.3	1	8
0	84113	шる條	700	4	0.3	1	8
0	84114	шる條	700	4	0.3	1	8
0	84115	шる條	700	4	0.3	1	8
0	84116	滄絮條	700	4	0.3	1	8
0	84117	滄絮條	700	4	0.3	1	8
0	84118	塘睡	2000	4	0.3	1	7
0	84119	殢條	700	4	0.3	1	8
0	84120	殢條	700	4	0.3	1	8
0	84121	殢條	700	4	0.3	1	8
0	84122	滄絮條	700	4	0.3	1	8
0	84123	滄絮條	700	4	0.3	1	8
0	84124	滄絮條	700	4	0.3	1	8
0	84125	腌悸	2000	4	0.3	1	7
0	84126	шる條	700	4	0.3	1	8
0	84127	滄絮條	700	4	0.3	1	8
0	84128	滄絮條	700	4	0.3	1	8
0	84129	滄絮條	700	4	0.3	1	8
0	84130	尥資	2000	4	0.3	1	7
0	84131	殢條	700	4	0.3	1	8
0	84132	殢條	700	4	0.3	1	8
0	84133	殢條	700	4	0.3	1	8
0	84134	殢條	700	4	0.3	1	8
0	84135	殢條	700	4	0.3	1	8
0	84136	殢條	700	4	0.3	1	8
0	84137	殢條	700	4	0.3	1	8
0	84138	殢條	700	4	0.3	1	8
0	84139	殢條	700	4	0.3	1	8
0	84140	殢條	700	4	0.3	1	8
0	84141	殢條	700	4	0.3	1	8
0	84142	殢條	700	4	0.3	1	8
0	84143	殢條	700	4	0.3	1	8
0	84144	殢條	700	4	0.3	1	8
0	84145	殢條	700	4	0.3	1	8
0	84146	殢條	700	4	0.3	1	8
0	84147	殢條	700	4	0.3	1	8
0	84148	殢條	700	4	0.3	1	8
0	84149	殢條	700	4	0.3	1	8
0	84150	殢條	700	4	0.3	1	8
0	84151	殢條	700	4	0.3	1	8
0	84152	殢條	700	4	0.3	1	8
0	84153	殢條	700	4	0.3	1	8
0	84154	殢條	700	4	0.3	1	8
0	84155	殢條	700	4	0.3	1	8
0	84156	殢條	700	4	0.3	1	8
0	84157	殢條	700	4	0.3	1	8
0	84158	殢條	700	4	0.3	1	8
0	84159	殢條	700	4	0.3	1	8
0	84160	殢條	700	4	0.3	1	8
0	84161	殢條	700	4	0.3	1	8
0	84162	шる條	700	4	0.3	1	8
0	84163	шる條	700	4	0.3	1	8
0	84164	雙條	700	4	0.3	1	8
0	84165	雙條	700	4	0.3	1	8
0	84166	雙條	700	4	0.3	1	8
0	84167	雙條	700	4	0.3	1	8
0	84168	樂韓	2000	4	0.3	1	7
0	84169	殢條	700	4	0.3	1	8
0	84170	殢條	700	4	0.3	1	8
0	84171	笭祭條	700	4	0.3	1	8
0	84172	笭祭條	700	4	0.3	1	8
0	84173	殢條	700	4	0.3	1	8
0	84174	殢條	700	4	0.3	1	8
0	84175	笭祭條	700	4	0.3	1	8
0	84176	笭祭條	700	4	0.3	1	8
0	84177	笭祭條	700	4	0.3	1	8
0	84178	笭祭條	700	4	0.3	1	8
0	84179	шる條	700	4	0.3	1	8
0	84180	笭祭條	700	4	0.3	1	8
0	84181	шる條	700	4	0.3	1	8
0	84182	笭祭條	700	4	0.3	1	8
0	84183	笭祭條	700	4	0.3	1	8
0	84184	шる條	700	4	0.3	1	8
0	84185	笭祭條	700	4	0.3	1	8
0	84186	笭祭條	700	4	0.3	1	8
0	84187	шる條	700	4	0.3	1	8
0	84188	шる條	700	4	0.3	1	8
0	84189	殢條	700	4	0.3	1	8
0	84190	笭祭條	700	4	0.3	1	8
0	84191	笭祭條	700	4	0.3	1	8
0	84192	樂誥	2000	4	0.3	1	7
0	84193	笭祭條	700	4	0.3	1	8
0	84194	笭祭條	700	4	0.3	1	8
0	84195	шる條	700	4	0.3	1	8
0	84196	шる條	700	4	0.3	1	8
0	84197	шる條	700	4	0.3	1	8
0	110225	挕栠茠朘	500	4	0.3	2	4
0	130045	蕅峈茠朘	500	4	0.3	0	4
0	130046	蕅峈茠朘	500	4	0.3	0	4
1	22404	蕅峈鰍茠朘	500	5	0.3	0	4
1	84101	蕅峈昹傑藷	1200	20	0.3	1	3
1	84102	蕅峈鰍傑藷	1200	20	0.3	1	3
1	84103	蕅峈陲傑藷	1200	20	0.3	1	3
1	84104	蕅峈淉泆	3000	40	0.3	1	1
1	84105	蕅峈璋坢	1000	20	0.3	1	2
1	84106	蕅峈璋坢	1000	20	0.3	1	2
1	84107	璋坢	1000	20	0.3	1	2
1	84116	滄絮條	700	5	0.3	1	8
1	84117	滄絮條	700	5	0.3	1	8
1	84118	塘睡	2000	5	0.3	1	7
1	84122	滄絮條	700	5	0.3	1	8
1	84123	滄絮條	700	5	0.3	1	8
1	84124	滄絮條	700	5	0.3	1	8
1	84125	腌悸	2000	5	0.3	1	7
1	84128	滄絮條	700	5	0.3	1	8
1	84129	滄絮條	700	5	0.3	1	8
1	84130	尥資	2000	5	0.3	1	7
1	84133	殢條	700	5	0.3	1	8
