id	instanceid	Ãû³Æ	ÊýÁ¿	HP±¶Êý	¹¥»÷±¶Êý	ÕóÓª	½ÇÉ«ÀàÐÍ
0	61301	Æ½¹ùÎ÷³ÇÃÅ	1200	20	0.3	1	3
0	22423	Æ½¹ùÓªÕ¯	500	4	0.3	0	4
0	22424	Æ½¹ùÓªÕ¯	500	4	0.3	0	4
0	22425	Æ½¹ùÓªÕ¯	500	4	0.3	0	4
0	61302	Æ½¹ù¶«³ÇÃÅ	1200	20	0.3	1	3
0	61303	Æ½¹ùÄÏ³ÇÃÅ	1200	20	0.3	1	3
0	61304	Æ½¹ùÕþÌü	3000	40	0.3	1	1
0	61305	Æ½¹ù¼ýËþ	1000	20	0.3	1	2
0	61306	Æ½¹ù¼ýËþ	1000	20	0.3	1	2
0	61307	¹«ËïÐÞ	2000	4	0.3	1	7
0	61308	¹­¼ý±ø	700	4	0.3	1	8
0	61309	¹­¼ý±ø	700	4	0.3	1	8
0	61310	¹­¼ý±ø	700	4	0.3	1	8
0	61311	¹­¼ý±ø	700	4	0.3	1	8
0	61312	Í»Æï	700	4	0.3	1	8
0	61313	Í»Æï	700	4	0.3	1	8
0	61314	Í»Æï	700	4	0.3	1	8
0	61315	Í»Æï	700	4	0.3	1	8
0	61316	¹­¼ý±ø	700	4	0.3	1	8
0	61317	¹­¼ý±ø	700	4	0.3	1	8
0	61318	¹­¼ý±ø	700	4	0.3	1	8
0	61319	¹­¼ý±ø	700	4	0.3	1	8
0	61320	¹­¼ý±ø	700	4	0.3	1	8
0	61321	¹­¼ý±ø	700	4	0.3	1	8
0	61322	¹­¼ý±ø	700	4	0.3	1	8
0	61323	¹­¼ý±ø	700	4	0.3	1	8
0	61324	¹­¼ý±ø	700	4	0.3	1	8
0	61325	Í»Æï	700	4	0.3	1	8
0	61326	ÑôÒÇ	2000	4	0.3	1	7
0	61327	¹­¼ý±ø	700	4	0.3	1	8
0	61328	¹­¼ý±ø	700	4	0.3	1	8
0	61329	¹­¼ý±ø	700	4	0.3	1	8
0	61330	¹­¼ý±ø	700	4	0.3	1	8
0	61331	¹­¼ý±ø	700	4	0.3	1	8
0	61332	¹­¼ý±ø	700	4	0.3	1	8
0	61333	¹­¼ý±ø	700	4	0.3	1	8
0	61334	¹­¼ý±ø	700	4	0.3	1	8
0	61335	Í»Æï	700	4	0.3	1	8
0	61336	Í»Æï	700	4	0.3	1	8
0	61337	Í»Æï	700	4	0.3	1	8
0	61338	Í»Æï	700	4	0.3	1	8
0	61339	Í»Æï	700	4	0.3	1	8
0	61340	Í»Æï	700	4	0.3	1	8
0	61341	ÑôÔ½	2000	4	0.3	1	7
0	61342	¹­¼ý±ø	700	4	0.3	1	8
0	61343	¹­¼ý±ø	700	4	0.3	1	8
0	61344	¹­¼ý±ø	700	4	0.3	1	8
0	61345	¹­¼ý±ø	700	4	0.3	1	8
0	61346	¹­¼ý±ø	700	4	0.3	1	8
0	61347	¹­¼ý±ø	700	4	0.3	1	8
0	61348	¹«Ëï¿¬	2000	4	0.3	1	7
0	61349	ÇáÆï	700	4	0.3	1	8
0	61350	ÇáÆï	700	4	0.3	1	8
0	61351	¹­¼ý±ø	700	4	0.3	1	8
0	61352	¹­¼ý±ø	700	4	0.3	1	8
0	61353	¼ýÂ¥	1000	20	0.3	1	2
0	61354	¹­¼ý±ø	700	4	0.3	1	8
0	61355	¹­¼ý±ø	700	4	0.3	1	8
0	61356	¼ýÂ¥	1000	20	0.3	1	2
0	61357	¹­¼ý±ø	700	4	0.3	1	8
0	61358	¹­¼ý±ø	700	4	0.3	1	8
0	61359	ÇáÆï	700	4	0.3	1	8
0	61360	ÇáÆï	700	4	0.3	1	8
0	61361	ÇáÆï	700	4	0.3	1	8
0	61362	ÇáÆï	700	4	0.3	1	8
0	61363	ÇáÆï	700	4	0.3	1	8
0	61364	¹­¼ý±ø	700	4	0.3	1	8
0	61365	¹­¼ý±ø	700	4	0.3	1	8
0	61366	¹­¼ý±ø	700	4	0.3	1	8
0	61367	¹­¼ý±ø	700	4	0.3	1	8
0	61368	¹­¼ý±ø	700	4	0.3	1	8
0	61369	¹­¼ý±ø	700	4	0.3	1	8
0	61370	¹­¼ý±ø	700	4	0.3	1	8
0	61371	¹­¼ý±ø	700	4	0.3	1	8
0	61372	¹­¼ý±ø	700	4	0.3	1	8
0	61373	¹­¼ý±ø	700	4	0.3	1	8
0	61374	¹­¼ý±ø	700	4	0.3	1	8
0	61375	Í»Æï	700	4	0.3	1	8
0	61376	Í»Æï	700	4	0.3	1	8
0	61377	Í»Æï	700	4	0.3	1	8
0	61378	Í»Æï	700	4	0.3	1	8
0	61379	¹­¼ý±ø	700	4	0.3	1	8
0	61380	¹­¼ý±ø	700	4	0.3	1	8
0	61381	¹­¼ý±ø	700	4	0.3	1	8
0	61382	¹­¼ý±ø	700	4	0.3	1	8
0	61383	¹­¼ý±ø	700	4	0.3	1	8
0	61384	¹­¼ý±ø	700	4	0.3	1	8
0	61385	Í»Æï	700	4	0.3	1	8
0	61386	Í»Æï	700	4	0.3	1	8
0	61387	Í»Æï	700	4	0.3	1	8
0	61388	Í»Æï	700	4	0.3	1	8
0	110015	´óÂ¹ÓªÕ¯	500	4	0.3	2	4
1	22423	Æ½¹ùÓªÕ¯	500	5	0.3	0	4
1	22424	Æ½¹ùÓªÕ¯	500	5	0.3	0	4
1	22425	Æ½¹ùÓªÕ¯	500	5	0.3	0	4
1	61301	Æ½¹ùÎ÷³ÇÃÅ	1200	20	0.3	1	3
1	61302	Æ½¹ù¶«³ÇÃÅ	1200	20	0.3	1	3
1	61303	Æ½¹ùÄÏ³ÇÃÅ	1200	20	0.3	1	3
1	61304	Æ½¹ùÕþÌü	3000	40	0.3	1	1
1	61305	Æ½¹ù¼ýËþ	1000	20	0.3	1	2
1	61306	Æ½¹ù¼ýËþ	1000	20	0.3	1	2
1	61307	¹«ËïÐÞ	2000	5	0.3	1	7
1	61308	¹­¼ý±ø	700	5	0.3	1	8
1	61309	¹­¼ý±ø	700	5	0.3	1	8
1	61310	¹­¼ý±ø	700	5	0.3	1	8
1	61311	¹­¼ý±ø	700	5	0.3	1	8
1	61312	Í»Æï	700	5	0.3	1	8
1	61313	Í»Æï	700	5	0.3	1	8
1	61314	Í»Æï	700	5	0.3	1	8
1	61315	Í»Æï	700	5	0.3	1	8
1	61333	¹­¼ý±ø	700	5	0.3	1	8
1	61334	¹­¼ý±ø	700	5	0.3	1	8
1	61342	¹­¼ý±ø	700	5	0.3	1	8
1	61343	¹­¼ý±ø	700	5	0.3	1	8
1	61351	¹­¼ý±ø	700	5	0.3	1	8
1	61352	¹­¼ý±ø	700	5	0.3	1	8
1	61353	¼ýÂ¥	1000	20	0.3	1	2
1	110015	´óÂ¹ÓªÕ¯	1500	8	0.3	2	4
1	120009	Æ½¹ù·ÀÊØµã	1000	15	3	1	4
2	61304	Æ½¹ùÕþÌü	3000	40	0.3	1	1
10	110013	Ð½ÓªÕ¯	500	5	0.3	2	4
10	110013	Ð½ÓªÕ¯	500	5	0.3	2	4
10	110014	±ÌÁ÷ÓªÕ¯	500	5	0.3	2	4
10	110014	±ÌÁ÷ÓªÕ¯	500	5	0.3	2	4
