id	instanceid	名称	数量	HP倍数	攻击倍数	阵营	角色类型
0	22296	夷道东营寨	500	4	0.3	0	4
0	22297	夷道东南营寨	500	4	0.3	0	4
0	88601	夷道西城门	1200	20	0.3	1	3
0	88602	夷道东城门	1200	20	0.3	1	3
0	88603	夷道政厅	3000	40	0.3	1	1
0	88604	夷道箭楼	1000	20	0.3	1	2
0	88605	夷道箭楼	1000	20	0.3	1	2
0	88606	雷谭	2000	4	0.3	1	7
0	88607	余欣	2000	4	0.3	1	7
0	88608	王粲	2000	4	0.3	1	7
0	88609	弩兵	700	4	0.3	1	8
0	88610	弩兵	700	4	0.3	1	8
0	88611	弩兵	700	4	0.3	1	8
0	88612	弩兵	700	4	0.3	1	8
0	88613	弩兵	700	4	0.3	1	8
0	88614	弩兵	700	4	0.3	1	8
0	88615	弩兵	700	4	0.3	1	8
0	88616	弩兵	700	4	0.3	1	8
0	88617	弩兵	700	4	0.3	1	8
0	88618	弩兵	700	4	0.3	1	8
0	88619	弩兵	700	4	0.3	1	8
0	88620	弩兵	700	4	0.3	1	8
0	88621	弩兵	700	4	0.3	1	8
0	88622	弩兵	700	4	0.3	1	8
0	88623	弩兵	700	4	0.3	1	8
0	88624	弩兵	700	4	0.3	1	8
0	88625	弩兵	700	4	0.3	1	8
0	88626	弩兵	700	4	0.3	1	8
0	88627	弩兵	700	4	0.3	1	8
0	88628	弩兵	700	4	0.3	1	8
0	88629	弩兵	700	4	0.3	1	8
0	88630	弩兵	700	4	0.3	1	8
0	88631	弩兵	700	4	0.3	1	8
0	88632	弩兵	700	4	0.3	1	8
0	88633	弩兵	700	4	0.3	1	8
0	88634	弩兵	700	4	0.3	1	8
0	88635	弩兵	700	4	0.3	1	8
0	88636	弩兵	700	4	0.3	1	8
0	88637	弩兵	700	4	0.3	1	8
0	88638	弩兵	700	4	0.3	1	8
0	88639	弩兵	700	4	0.3	1	8
0	88640	弩兵	700	4	0.3	1	8
0	88641	弩兵	700	4	0.3	1	8
0	88642	弩兵	700	4	0.3	1	8
0	88643	弩兵	700	4	0.3	1	8
0	88644	弩兵	700	4	0.3	1	8
0	88645	弩兵	700	4	0.3	1	8
0	88646	弩兵	700	4	0.3	1	8
0	88647	弩兵	700	4	0.3	1	8
0	88648	弩兵	700	4	0.3	1	8
0	88649	弩兵	700	4	0.3	1	8
0	88650	轻骑兵	700	4	0.3	1	8
0	88651	轻骑兵	700	4	0.3	1	8
0	88652	重步兵	700	4	0.3	1	8
0	88653	重步兵	700	4	0.3	1	8
0	88654	重步兵	700	4	0.3	1	8
0	88655	重步兵	700	4	0.3	1	8
0	88656	重步兵	700	4	0.3	1	8
0	88657	重步兵	700	4	0.3	1	8
0	88658	重步兵	700	4	0.3	1	8
0	88659	弩兵	700	4	0.3	1	8
0	88660	弩兵	700	4	0.3	1	8
0	88661	弩兵	700	4	0.3	1	8
0	88662	弩兵	700	4	0.3	1	8
0	88663	弩兵	700	4	0.3	1	8
0	88664	重步兵	700	4	0.3	1	8
0	88665	重步兵	700	4	0.3	1	8
0	88666	弩兵	700	4	0.3	1	8
0	88667	弩兵	700	4	0.3	1	8
