id	instanceid	名称	数量	HP倍数	攻击倍数	阵营	角色类型
0	75901	函谷关城门	1200	20	0.3	1	3
0	75902	李利	3000	40	0.3	1	7
0	75903	先登强弩	700	4	0.3	1	8
0	75904	先登强弩	700	4	0.3	1	8
0	75905	重步兵	700	4	0.3	1	8
0	75906	重步兵	700	4	0.3	1	8
0	75907	弓箭兵	700	4	0.3	1	8
0	75908	弓箭兵	700	4	0.3	1	8
0	75909	弓箭兵	700	4	0.3	1	8
0	75910	弓箭兵	700	4	0.3	1	8
0	75911	弓箭兵	700	4	0.3	1	8
0	75912	弓箭兵	700	4	0.3	1	8
0	75913	弓箭兵	700	4	0.3	1	8
0	75914	弓箭兵	700	4	0.3	1	8
0	75915	弓箭兵	700	4	0.3	1	8
0	75916	弓箭兵	700	4	0.3	1	8
0	75917	虎豹骑	700	4	0.3	1	8
0	75918	虎豹骑	700	4	0.3	1	8
0	75919	重步兵	700	4	0.3	1	8
0	75920	重步兵	700	4	0.3	1	8
0	75921	先登强弩	700	4	0.3	1	8
0	75922	先登强弩	700	4	0.3	1	8
0	75923	重步兵	700	4	0.3	1	8
0	75924	重步兵	700	4	0.3	1	8
0	75925	虎豹骑	700	4	0.3	1	8
0	75926	虎豹骑	700	4	0.3	1	8
0	75927	重步兵	700	4	0.3	1	8
0	75928	重步兵	700	4	0.3	1	8
0	75929	虎豹骑	700	4	0.3	1	8
0	75930	虎豹骑	700	4	0.3	1	8
0	75931	先登强弩	700	4	0.3	1	8
0	75932	先登强弩	700	4	0.3	1	8
0	75933	先登强弩	700	4	0.3	1	8
0	75934	先登强弩	700	4	0.3	1	8
0	110379	关水营寨	500	4	0.3	2	4
0	130152	函谷关营寨	500	4	0.3	0	4
0	130160	函谷关营寨	500	4	0.3	0	4
1	75901	函谷关城门	1200	20	0.3	1	3
1	75902	李利	3000	40	0.3	1	7
1	75907	弓箭兵	700	5	0.3	1	8
1	75908	弓箭兵	700	5	0.3	1	8
1	75912	弓箭兵	700	5	0.3	1	8
1	75913	弓箭兵	700	5	0.3	1	8
1	75917	虎豹骑	700	5	0.3	1	8
1	75918	虎豹骑	700	5	0.3	1	8
1	75927	重步兵	700	5	0.3	1	8
1	75928	重步兵	700	5	0.3	1	8
1	75931	先登强弩	700	5	0.3	1	8
1	75933	先登强弩	700	5	0.3	1	8
1	110379	关水营寨	1500	8	0.3	2	4
1	120166	函谷关防守点	1000	15	3	1	4
1	130152	函谷关营寨	500	5	0.3	0	4
1	130160	函谷关营寨	500	5	0.3	0	4
2	75902	李利	3000	40	0.3	1	9
