id	instanceid	Γϋ³Ζ	ΚύΑΏ	HP±¶Κύ	Ή¥»χ±¶Κύ	ΥσΣª	½ΗΙ«ΐΰΠΝ
0	70101	Πν²ύΥώΜό	3000	40	0.3	1	1
0	22064	Πν²ύ±±ΣªΥ―	500	4	0.3	0	4
0	22065	Πν²ύΞχΣªΥ―	500	4	0.3	0	4
0	70102	Πν²ύΌύΒ¥	1000	20	0.3	1	2
0	70103	Πν²ύΌύΒ¥	1000	20	0.3	1	2
0	70104	Πν²ύΞχ³ΗΓΕ	1200	20	0.3	1	3
0	70105	Πν²ύ±±³ΗΓΕ	1200	20	0.3	1	3
0	70106	ΉΆΌΝ	2000	4	0.3	1	7
0	70107	εσ±ψ	700	4	0.3	1	8
0	70108	εσ±ψ	700	4	0.3	1	8
0	70109	ΦΨ²½±ψ	700	4	0.3	1	8
0	70110	ΦΨ²½±ψ	700	4	0.3	1	8
0	70111	ΜϊΌΧΎό	700	4	0.3	1	8
0	70112	ΜϊΌΧΎό	700	4	0.3	1	8
0	70113	ΦΨ²½±ψ	700	4	0.3	1	8
0	70114	ΦΨ²½±ψ	700	4	0.3	1	8
0	70115	ΦΨ²½±ψ	700	4	0.3	1	8
0	70116	ΦΨ²½±ψ	700	4	0.3	1	8
0	70117	»Ά±ªΖο	700	4	0.3	1	8
0	70118	»Ά±ªΖο	700	4	0.3	1	8
0	70119	»Ά±ªΖο	700	4	0.3	1	8
0	70120	»Ά±ªΖο	700	4	0.3	1	8
0	70121	»Ά±ªΖο	700	4	0.3	1	8
0	70122	εσ±ψ	700	4	0.3	1	8
0	70123	εσ±ψ	700	4	0.3	1	8
0	70124	ΜϊΌΧΎό	700	4	0.3	1	8
0	70125	ΜϊΌΧΎό	700	4	0.3	1	8
0	70126	εσ±ψ	700	4	0.3	1	8
0	70127	εσ±ψ	700	4	0.3	1	8
0	70128	ΜϊΌΧΎό	700	4	0.3	1	8
0	70129	ΜϊΌΧΎό	700	4	0.3	1	8
0	70130	»Ά±ªΖο	700	4	0.3	1	8
0	70131	»Ά±ªΖο	700	4	0.3	1	8
0	70132	»Ά±ªΖο	700	4	0.3	1	8
0	70133	»Ά±ªΖο	700	4	0.3	1	8
0	70134	»Ά±ªΖο	700	4	0.3	1	8
0	70135	εσ±ψ	700	4	0.3	1	8
0	70136	εσ±ψ	700	4	0.3	1	8
0	70137	ΦΨ²½±ψ	700	4	0.3	1	8
0	70138	ΦΨ²½±ψ	700	4	0.3	1	8
0	70139	εσ±ψ	700	4	0.3	1	8
0	70140	εσ±ψ	700	4	0.3	1	8
0	70141	εσ±ψ	700	4	0.3	1	8
0	70142	εσ±ψ	700	4	0.3	1	8
0	70143	εσ±ψ	700	4	0.3	1	8
0	70144	εσ±ψ	700	4	0.3	1	8
0	70145	εσ±ψ	700	4	0.3	1	8
0	70146	εσ±ψ	700	4	0.3	1	8
0	70147	εσ±ψ	700	4	0.3	1	8
0	70148	εσ±ψ	700	4	0.3	1	8
0	70149	εσ±ψ	700	4	0.3	1	8
0	70150	εσ±ψ	700	4	0.3	1	8
0	70151	εσ±ψ	700	4	0.3	1	8
0	70152	εσ±ψ	700	4	0.3	1	8
0	70153	εσ±ψ	700	4	0.3	1	8
0	70154	εσ±ψ	700	4	0.3	1	8
0	70155	εσ±ψ	700	4	0.3	1	8
0	70156	εσ±ψ	700	4	0.3	1	8
0	70157	εσ±ψ	700	4	0.3	1	8
0	70158	εσ±ψ	700	4	0.3	1	8
0	70159	εσ±ψ	700	4	0.3	1	8
0	70160	εσ±ψ	700	4	0.3	1	8
0	70161	εσ±ψ	700	4	0.3	1	8
0	70162	εσ±ψ	700	4	0.3	1	8
0	70163	εσ±ψ	700	4	0.3	1	8
0	70164	εσ±ψ	700	4	0.3	1	8
0	70165	εσ±ψ	700	4	0.3	1	8
0	70166	εσ±ψ	700	4	0.3	1	8
0	70167	εσ±ψ	700	4	0.3	1	8
0	70168	εσ±ψ	700	4	0.3	1	8
0	70169	εσ±ψ	700	4	0.3	1	8
0	70170	εσ±ψ	700	4	0.3	1	8
0	70171	εσ±ψ	700	4	0.3	1	8
0	70172	εσ±ψ	700	4	0.3	1	8
0	70173	εσ±ψ	700	4	0.3	1	8
0	70174	εσ±ψ	700	4	0.3	1	8
0	70175	εσ±ψ	700	4	0.3	1	8
0	70176	εσ±ψ	700	4	0.3	1	8
0	70177	εσ±ψ	700	4	0.3	1	8
0	70178	εσ±ψ	700	4	0.3	1	8
0	70179	εσ±ψ	700	4	0.3	1	8
0	70180	εσ±ψ	700	4	0.3	1	8
0	70181	εσ±ψ	700	4	0.3	1	8
0	70182	εσ±ψ	700	4	0.3	1	8
0	70183	εσ±ψ	700	4	0.3	1	8
0	70184	ΜϊΌΧΎό	700	4	0.3	1	8
0	70185	ΜϊΌΧΎό	700	4	0.3	1	8
0	70186	ΜϊΌΧΎό	700	4	0.3	1	8
0	70187	ΜϊΌΧΎό	700	4	0.3	1	8
0	70188	½πµt	2000	4	0.3	1	7
0	70189	εσ±ψ	700	4	0.3	1	8
0	70190	εσ±ψ	700	4	0.3	1	8
0	70191	ΜϊΌΧΎό	700	4	0.3	1	8
0	70192	ΜϊΌΧΎό	700	4	0.3	1	8
0	70193	ΦΨ²½±ψ	700	4	0.3	1	8
0	70194	ΦΨ²½±ψ	700	4	0.3	1	8
0	70195	εσ±ψ	700	4	0.3	1	8
0	70196	εσ±ψ	700	4	0.3	1	8
0	70197	ΜϊΌΧΎό	700	4	0.3	1	8
0	70198	ΜϊΌΧΎό	700	4	0.3	1	8
0	70199	»Ά±ªΖο	700	4	0.3	1	8
0	70200	»Ά±ªΖο	700	4	0.3	1	8
0	70201	»Ά±ªΖο	700	4	0.3	1	8
0	70202	»Ά±ªΖο	700	4	0.3	1	8
0	70203	»Ά±ªΖο	700	4	0.3	1	8
0	70204	εσ±ψ	700	4	0.3	1	8
0	70205	εσ±ψ	700	4	0.3	1	8
0	70206	ΦΨ²½±ψ	700	4	0.3	1	8
0	70207	ΦΨ²½±ψ	700	4	0.3	1	8
0	70208	εσ±ψ	700	4	0.3	1	8
0	70209	εσ±ψ	700	4	0.3	1	8
0	70210	ΦΨ²½±ψ	700	4	0.3	1	8
0	70211	ΦΨ²½±ψ	700	4	0.3	1	8
0	70212	³¤κª±ψ	700	4	0.3	1	8
0	70213	³¤κª±ψ	700	4	0.3	1	8
0	70214	³¤κª±ψ	700	4	0.3	1	8
0	70215	³¤κª±ψ	700	4	0.3	1	8
0	70216	»Ά±ªΖο	700	4	0.3	1	8
0	70217	»Ά±ªΖο	700	4	0.3	1	8
0	70218	»Ά±ªΖο	700	4	0.3	1	8
0	70219	»Ά±ªΖο	700	4	0.3	1	8
0	70220	»Ά±ªΖο	700	4	0.3	1	8
0	70221	εσ±ψ	700	4	0.3	1	8
0	70222	εσ±ψ	700	4	0.3	1	8
0	70223	εσ±ψ	700	4	0.3	1	8
0	70224	εσ±ψ	700	4	0.3	1	8
0	70225	εσ±ψ	700	4	0.3	1	8
0	70226	εσ±ψ	700	4	0.3	1	8
0	70227	εσ±ψ	700	4	0.3	1	8
0	70228	εσ±ψ	700	4	0.3	1	8
0	70229	εσ±ψ	700	4	0.3	1	8
0	70230	εσ±ψ	700	4	0.3	1	8
0	70231	εσ±ψ	700	4	0.3	1	8
0	70232	εσ±ψ	700	4	0.3	1	8
0	70233	εσ±ψ	700	4	0.3	1	8
0	70234	εσ±ψ	700	4	0.3	1	8
0	70235	εσ±ψ	700	4	0.3	1	8
0	70236	ΜϊΌΧΎό	700	4	0.3	1	8
0	70237	ΜϊΌΧΎό	700	4	0.3	1	8
