id	instanceid	靡備	杅講	HP捷杅	馴僻捷杅	淝茠	褒伎濬倰
0	60201	氈檢昹傑藷	1200	20	0.3	1	3
0	22417	氈檢茠朘	500	4	0.3	0	4
0	22418	氈檢茠朘	500	4	0.3	0	4
0	22419	氈檢茠朘	500	4	0.3	0	4
0	60202	氈檢陲傑藷	1200	20	0.3	1	3
0	60203	氈檢鰍傑藷	1200	20	0.3	1	3
0	60204	氈檢淉泆	3000	40	0.3	1	1
0	60205	氈檢璋坢	1000	20	0.3	1	2
0	60206	氈檢璋坢	1000	20	0.3	1	2
0	60207	桲ゃ	2000	4	0.3	1	7
0	60208	僮璋條	700	4	0.3	1	8
0	60209	僮璋條	700	4	0.3	1	8
0	60210	僮璋條	700	4	0.3	1	8
0	60211	僮璋條	700	4	0.3	1	8
0	60212	芼る	700	4	0.3	1	8
0	60213	芼る	700	4	0.3	1	8
0	60214	芼る	700	4	0.3	1	8
0	60215	芼る	700	4	0.3	1	8
0	60216	僮璋條	700	4	0.3	1	8
0	60217	僮璋條	700	4	0.3	1	8
0	60218	僮璋條	700	4	0.3	1	8
0	60219	僮璋條	700	4	0.3	1	8
0	60220	僮璋條	700	4	0.3	1	8
0	60221	僮璋條	700	4	0.3	1	8
0	60222	僮璋條	700	4	0.3	1	8
0	60223	僮璋條	700	4	0.3	1	8
0	60224	僮璋條	700	4	0.3	1	8
0	60225	芼る	700	4	0.3	1	8
0	60226	栦輿	2000	4	0.3	1	7
0	60227	僮璋條	700	4	0.3	1	8
0	60228	僮璋條	700	4	0.3	1	8
0	60229	僮璋條	700	4	0.3	1	8
0	60230	僮璋條	700	4	0.3	1	8
0	60231	僮璋條	700	4	0.3	1	8
0	60232	僮璋條	700	4	0.3	1	8
0	60233	僮璋條	700	4	0.3	1	8
0	60234	僮璋條	700	4	0.3	1	8
0	60235	芼る	700	4	0.3	1	8
0	60236	芼る	700	4	0.3	1	8
0	60237	芼る	700	4	0.3	1	8
0	60238	芼る	700	4	0.3	1	8
0	60239	芼る	700	4	0.3	1	8
0	60240	芼る	700	4	0.3	1	8
0	60241	桲埣	2000	4	0.3	1	7
0	60242	僮璋條	700	4	0.3	1	8
0	60243	僮璋條	700	4	0.3	1	8
0	60244	僮璋條	700	4	0.3	1	8
0	60245	僮璋條	700	4	0.3	1	8
0	60246	僮璋條	700	4	0.3	1	8
0	60247	僮璋條	700	4	0.3	1	8
0	60248	栦翱	2000	4	0.3	1	7
0	60249	笭祭條	700	4	0.3	1	8
0	60250	笭祭條	700	4	0.3	1	8
0	60251	僮璋條	700	4	0.3	1	8
0	60252	僮璋條	700	4	0.3	1	8
0	60253	璋瞼	1000	20	0.3	1	2
0	60254	僮璋條	700	4	0.3	1	8
0	60255	僮璋條	700	4	0.3	1	8
0	60256	璋瞼	1000	20	0.3	1	2
0	60257	僮璋條	700	4	0.3	1	8
0	60258	僮璋條	700	4	0.3	1	8
0	60259	笭祭條	700	4	0.3	1	8
0	60260	笭祭條	700	4	0.3	1	8
0	60261	笭祭條	700	4	0.3	1	8
0	60262	笭祭條	700	4	0.3	1	8
0	60263	笭祭條	700	4	0.3	1	8
0	60264	僮璋條	700	4	0.3	1	8
0	60265	僮璋條	700	4	0.3	1	8
0	60266	僮璋條	700	4	0.3	1	8
0	60267	僮璋條	700	4	0.3	1	8
0	60268	僮璋條	700	4	0.3	1	8
0	60269	僮璋條	700	4	0.3	1	8
0	60270	僮璋條	700	4	0.3	1	8
0	60271	僮璋條	700	4	0.3	1	8
0	60272	僮璋條	700	4	0.3	1	8
0	60273	僮璋條	700	4	0.3	1	8
0	60274	僮璋條	700	4	0.3	1	8
0	60275	芼る	700	4	0.3	1	8
0	60276	芼る	700	4	0.3	1	8
0	60277	芼る	700	4	0.3	1	8
0	60278	芼る	700	4	0.3	1	8
0	60279	僮璋條	700	4	0.3	1	8
0	60280	僮璋條	700	4	0.3	1	8
0	60281	僮璋條	700	4	0.3	1	8
0	60282	僮璋條	700	4	0.3	1	8
0	60283	僮璋條	700	4	0.3	1	8
0	60284	僮璋條	700	4	0.3	1	8
0	60285	芼る	700	4	0.3	1	8
0	60286	芼る	700	4	0.3	1	8
0	60287	芼る	700	4	0.3	1	8
0	60288	芼る	700	4	0.3	1	8
0	110004	骰譆茠朘	500	4	0.3	2	4
1	22417	氈檢茠朘	500	5	0.3	0	4
1	22418	氈檢茠朘	500	5	0.3	0	4
1	22419	氈檢茠朘	500	5	0.3	0	4
1	60201	氈檢昹傑藷	1200	20	0.3	1	3
1	60202	氈檢陲傑藷	1200	20	0.3	1	3
1	60203	氈檢鰍傑藷	1200	20	0.3	1	3
1	60204	氈檢淉泆	3000	40	0.3	1	1
1	60205	氈檢璋坢	1000	20	0.3	1	2
1	60206	氈檢璋坢	1000	20	0.3	1	2
1	60207	桲ゃ	2000	5	0.3	1	7
1	60208	僮璋條	700	5	0.3	1	8
1	60209	僮璋條	700	5	0.3	1	8
1	60210	僮璋條	700	5	0.3	1	8
1	60211	僮璋條	700	5	0.3	1	8
1	60212	芼る	700	5	0.3	1	8
1	60213	芼る	700	5	0.3	1	8
1	60214	芼る	700	5	0.3	1	8
1	60215	芼る	700	5	0.3	1	8
1	60233	僮璋條	700	5	0.3	1	8
1	60234	僮璋條	700	5	0.3	1	8
1	60242	僮璋條	700	5	0.3	1	8
1	60243	僮璋條	700	5	0.3	1	8
1	60251	僮璋條	700	5	0.3	1	8
1	60252	僮璋條	700	5	0.3	1	8
1	60253	璋瞼	1000	20	0.3	1	2
1	110004	骰譆茠朘	1500	8	0.3	2	4
1	120008	氈檢滅忐萸	1000	15	3	1	4
2	60204	氈檢淉泆	3000	40	0.3	1	1
10	110003	迋衄茠朘	500	5	0.3	2	4
10	110003	迋衄茠朘	500	5	0.3	2	4
10	110005	懫源茠朘	500	5	0.3	2	4
10	110005	懫源茠朘	500	5	0.3	2	4
