widget	script
UI_CopyBattleChat	UI_CopyBattleChatCanvas.cfg
ShiJie	UI_LiaoTian_ModeSelect.cfg
GuoJia	UI_LiaoTian_ModeSelect.cfg
JunTuan	UI_LiaoTian_ModeSelect.cfg
ZhanChang	UI_LiaoTian_ModeSelect.cfg
SiLiao	UI_LiaoTian_ModeSelect.cfg
FaSong	UI_ManorStair_RoomFaSong.cfg
LiaoTian	UI_CopyBattleChatLiaoTian.cfg
ShiJie2	UI_LiaoTian_ModeSet_RoomSJ.cfg
GuoJia2	UI_LiaoTian_ModeSet_RoomGL.cfg
JunTuan2	UI_LiaoTian_ModeSet_RoomTL.cfg
ZhanChang2	UI_LiaoTian_ModeSet_RoomDL.cfg
SiLiao2	UI_LiaoTian_ModeSet_RoomSL.cfg
ShiJie1	UI_LiaoTian_ModeSet_RoomSJ.cfg
GuoJia1	UI_LiaoTian_ModeSet_RoomGL.cfg
JunTuan1	UI_LiaoTian_ModeSet_RoomTL.cfg
ZhanChang1	UI_LiaoTian_ModeSet_RoomDL.cfg
SiLiao1	UI_LiaoTian_ModeSet_RoomSL.cfg
Unfold	UI_LiaoTian_Unfold.cfg
PackUp	UI_LiaoTian_PackUp.cfg
QuanBu1	UI_LiaoTian_ModeSet_RoomALL.cfg
UI_CopyBattleChat_Shezhi	UI_ManorStair_LiaoTian_Shezhi.cfg
lTXinxi	UI_lTXinxi.cfg
