widget	script
UI_Country3_Guanyuanxuanju	UI_Country3_Guanyuanxuanju.cfg
Guanyuanxuanju_Drag	UI_frame.cfg
Guanyuanxuanju_Close	UI_Close.cfg
Guanyuanxuanju_Tishi	Guanyuanxuanju_Tishi.cfg
Guanyuanxuanju_Check1	UI_NewCountry_CheckBox.cfg
Guanyuanxuanju_Check2	UI_NewCountry_CheckBox.cfg
Guanyuanxuanju_Check3	UI_NewCountry_CheckBox.cfg
Guanyuanxuanju_Check4	UI_NewCountry_CheckBox.cfg
Guanyuanxuanju_Check5	UI_NewCountry_CheckBox.cfg
Guanyuanxuanju_Check6	UI_NewCountry_CheckBox.cfg
Guanyuanxuanju_Check7	UI_NewCountry_CheckBox.cfg
Guanyuanxuanju_Check8	UI_NewCountry_CheckBox.cfg
Guanyuanxuanju_Check9	UI_NewCountry_CheckBox.cfg
Guanyuanxuanju_Check10	UI_NewCountry_CheckBox.cfg
Guanyuanxuanju_Queren	Guanyuanxuanju_Queren.cfg
