widget	script
HuangZuanTeQuan_Drag	ui_frame.cfg
HuangZuanTeQuan_Close	UI_Close.cfg
UI_HuangZuanTeQuan	UI_HuangZuanTeQuan.cfg
HuangZuanTeQuan_Kaitong	Yellow.cfg
HuangZuanTeQuan_Xufei	Yellow.cfg
HuangZuanTeQuan_Kaitongnianfei	Yellow_year.cfg
HuangZuanTeQuan_Icon1	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon2	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon3	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon4	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon5	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon6	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon7	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon8	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon9	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon10	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon11	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon12	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon13	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon14	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon15	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon16	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon17	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon18	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon19	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon20	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon21	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon22	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon23	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon24	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon25	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon26	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon27	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon28	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon29	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon30	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon31	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon32	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon33	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon34	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon35	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon36	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon37	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon38	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon39	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon40	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon41	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon42	HuangZuanIcon.cfg
HuangZuanTeQuan_Icon43	HuangZuanIcon.cfg
