widget	script
UI_ChongZhiZiXuanLiBao	UI_ChongZhiZiXuanLiBao.cfg
Drag	UI_frame.cfg
Close	UI_Close.cfg
Chongzhi	UI_ChongZhi.cfg
ChongZhiZiXuanLiBaoRaido	UI_ChongZhiZiXuanLiBaoRaido.cfg
Icon1	HuangZuanIcon.cfg
Icon2	HuangZuanIcon.cfg
Icon3	HuangZuanIcon.cfg
Icon4	HuangZuanIcon.cfg
Icon5	HuangZuanIcon.cfg
Icon6	HuangZuanIcon.cfg
Icon7	HuangZuanIcon.cfg
Icon8	HuangZuanIcon.cfg
Icon9	HuangZuanIcon.cfg
Icon10	HuangZuanIcon.cfg
Icon11	HuangZuanIcon.cfg
Icon12	HuangZuanIcon.cfg
Icon13	HuangZuanIcon.cfg
Icon14	HuangZuanIcon.cfg
Icon15	HuangZuanIcon.cfg
Icon16	HuangZuanIcon.cfg
LingQu	UI_ChongZhiZiXuanLiBaoLingQu.cfg
