widget	script
UI_Market	UI_MarketCanvas.cfg
UI_Market_Close	UI_Close.cfg
UI_Market_Drag	UI_frame.cfg
UI_Market_Upgrade	UI_TerritoryBuilding_Upgrade.cfg
UI_MarketRaido	UI_MarketRaido.cfg
UI_Guizhe	UI_Guizhe.cfg
MarkSW	
Page1	
UI_Market_PurchasedResourcesRaido	UI_Market_PurchasedResourcesRaido.cfg
UI_Market_PurchasedResources_Maximum	
UI_Market_PurchasedResources_Minimum	
UI_Market_PurchasedResources_Buy	UI_Market_PurchasedResources_Buy.cfg
UI_Market_PurchasedResources_FarLeft	UI_Market_PurchasedResources_FarLeft.cfg
UI_Market_PurchasedResources_Left	UI_Market_PurchasedResources_Left.cfg
UI_Market_PurchasedResources_Right	UI_Market_PurchasedResources_Right.cfg
UI_Market_PurchasedResources_FarRight	UI_Market_PurchasedResources_FarRight.cfg
GameList	UI_Market_PurchasedResources_gamelist.cfg
UI_Market_PurchasedResources_Listctrl_1	
UI_Market_PR_Listctrl_1	
UI_Market_PR_Listctrl_2	
UI_Market_PR_Listctrl_3	
UI_Market_PR_Listctrl_4	
UI_Market_PR_Listctrl_5	
Page2	
UI_Goumai	UI_Goumai.cfg
UI_Goumai1	UI_Goumai1.cfg
UI_Goumai2	UI_Goumai2.cfg
UI_Goumai3	UI_Goumai3.cfg
Page3	
UI_Market_ConsignmentResources_Reduce5	UI_Market_ConsignmentResources_Reduce5.cfg
UI_Market_ConsignmentResources_Reduce6	UI_Market_ConsignmentResources_Reduce6.cfg
UI_Market_ConsignmentResources_Reduce7	UI_Market_ConsignmentResources_Reduce7.cfg
UI_Market_ConsignmentResources_Reduce8	UI_Market_ConsignmentResources_Reduce8.cfg
UI_Market_ConsignmentResources_Add5	UI_Market_ConsignmentResources_Add5.cfg
UI_Market_ConsignmentResources_Add6	UI_Market_ConsignmentResources_Add6.cfg
UI_Market_ConsignmentResources_Add7	UI_Market_ConsignmentResources_Add7.cfg
UI_Market_ConsignmentResources_Add8	UI_Market_ConsignmentResources_Add8.cfg
UI_Market_ConsignmentResources_Sell1	UI_Market_ConsignmentResources_Sell1.cfg
UI_Market_ConsignmentResources_Sell2	UI_Market_ConsignmentResources_Sell2.cfg
UI_Market_ConsignmentResources_Sell3	UI_Market_ConsignmentResources_Sell3.cfg
UI_Market_ConsignmentResources_Sell4	UI_Market_ConsignmentResources_Sell4.cfg
UI_Market_ConsignmentResources_Input9	UI_Market_ConsignmentResources_Input9.cfg
UI_Market_ConsignmentResources_Input10	UI_Market_ConsignmentResources_Input10.cfg
UI_Market_ConsignmentResources_Input11	UI_Market_ConsignmentResources_Input11.cfg
UI_Market_ConsignmentResources_Input12	UI_Market_ConsignmentResources_Input12.cfg
UI_Market_ConsignmentResources_Input13	UI_Market_ConsignmentResources_Input13.cfg
UI_Market_ConsignmentResources_Input14	UI_Market_ConsignmentResources_Input14.cfg
UI_Market_ConsignmentResources_Input15	UI_Market_ConsignmentResources_Input15.cfg
UI_Market_ConsignmentResources_Input16	UI_Market_ConsignmentResources_Input16.cfg
UI_Market_CR1_ListScroll	UI_Market_CR1_ListScroll.cfg
UI_Market_CR2_ListScroll	UI_Market_CR2_ListScroll.cfg
UI_Market_CR3_ListScroll	UI_Market_CR3_ListScroll.cfg
UI_Market_CR4_ListScroll	UI_Market_CR4_ListScroll.cfg
Page4	
UI_Market_MyConsignment_Buy	UI_Market_MyConsignment_Buy.cfg
UI_Market_MyConsignment_FarLeft	UI_Market_MyConsignment_FarLeft.cfg
UI_Market_MyConsignment_Left	UI_Market_MyConsignment_Left.cfg
UI_Market_MyConsignment_Right	UI_Market_MyConsignment_Right.cfg
UI_Market_MyConsignment_FarRight	UI_Market_MyConsignment_FarRight.cfg
GameList_1	UI_Market_MyConsignment_gamelist.cfg
UI_Market_MyConsignment_Listctrl	
UI_Market_MyCon_Listctrl1	
UI_Market_MyCon_Listctrl2	
UI_Market_MyCon_Listctrl3	
UI_Market_MyCon_Listctrl4	
UI_Market_MyCon_Listctrl5	
Page5	
UI_Market_PowerSelling_Reduce1	UI_Market_PowerSelling_Reduce1.cfg
UI_Market_PowerSelling_Reduce2	UI_Market_PowerSelling_Reduce2.cfg
UI_Market_PowerSelling_Reduce3	UI_Market_PowerSelling_Reduce3.cfg
UI_Market_PowerSelling_Reduce4	UI_Market_PowerSelling_Reduce4.cfg
UI_Market_PowerSelling_Add1	UI_Market_PowerSelling_Add1.cfg
UI_Market_PowerSelling_Add2	UI_Market_PowerSelling_Add2.cfg
UI_Market_PowerSelling_Add3	UI_Market_PowerSelling_Add3.cfg
UI_Market_PowerSelling_Add4	UI_Market_PowerSelling_Add4.cfg
UI_Market_PowerSelling_Sell	UI_Market_PowerSelling_Sell.cfg
UI_Market_PowerSelling_Input9	UI_Market_PowerSelling_Input9.cfg
UI_Market_PowerSelling_Input10	UI_Market_PowerSelling_Input10.cfg
UI_Market_PowerSelling_Input11	UI_Market_PowerSelling_Input11.cfg
UI_Market_PowerSelling_Input12	UI_Market_PowerSelling_Input12.cfg
UI_Market_Yjsm	UI_Yjsm.cfg
UI_ComboBox1	UI_ComboBox1.cfg
UI_ComboBox2	UI_ComboBox1.cfg
UI_ComboBox3	UI_ComboBox1.cfg
UI_ComboBox4	UI_ComboBox1.cfg
