widget	script
Return	UI_SystemReturn.cfg
GotoForum	UI_SystemGotoForum.cfg
GotoWebsite	UI_SystemGotoWebsite.cfg
Exit	UI_SystemExit.cfg
Close	UI_Close.cfg
SoundSetting	UI_SoundSetting.cfg
BKSoundScroll	UI_BKSoundScroll.cfg
EfxSoundScroll	UI_EfxSoundScroll.cfg
UI_System_Drag	UI_frame.cfg
UI_Beta2_System_Xssz	UI_Beta2_System_Xssz.cfg
UI_System	UI_System.cfg
GotoForum	UI_GotoForum.cfg
UI_Beta3_System_Prompt	UI_Beta3_System_Prompt.cfg
Forum	UI_Luntan.cfg
ReturnDL	UI_System_ReturnDL.cfg
UI_Beta3_System_Bbxx	UI_Beta3_System_Bbxx.cfg
Gaiming	UI_Gaiming.cfg
UI_YijianZj	UI_YijianZj.cfg
