id	脚本	开始时间	结束时间	开启	仅显示	活动显示	删除标记	条件	条件2	开服天数	前置id	奖励1	奖励2	奖励3	奖励4	奖励5	奖励6	次数	是否累计次数	刷新	标题	标题显示	内容	失败提示	激活码类型	提示跳转链接	TAB_VERSION	活动链接	官网链接
1				1	1	1															激活码	激活码		激活码错误或已被领取！			20151373	http://www.quegame.com/activity.php 	
2		2012|1|1	2017|11|1	0	0	0															每周特惠	每周特惠		领取条件不满足，请前往充值！					
3	LevelNotLessInServerDay.cfg	2012|1|1	2012|1|1	1	0	1	0	1				6800|0|1						1	0		冲级目标	新手成长礼包	亲爱的玩家，这是一份新手成长礼包，点击领取即可获得。谢谢您的支持。	已领取					
10		2012|1|1	2017|11|1	1	0	0	0	-1				10|6049|0|1	10|7201|0|1	10|7209|0|1	10|7213|0|1	10|7205|0|1		1	0		新手礼包	新手礼包	请输入正确的激活码！	激活码错误或已被领取！	102			http://www.quegame.com/	http://www.quegame.com/
11		2012|1|1	2017|11|1	1	0	0	0	-1				10|7202|0|1	10|7206|0|1	10|7210|0|1	10|7214|0|1	10|7632|0|1		1	0		官方新手礼包	官方新手礼包	请输入正确的激活码！	激活码错误或已被领取！	103			http://www.quegame.com/	http://www.quegame.com/
12		2012|1|1	2017|11|1	1	0	0	0	-1				10|6049|0|1	10|7207|0|1	10|7211|0|1	10|7215|0|1	10|7631|0|1		1	0		媒体礼包	媒体礼包	请输入正确的激活码！	激活码错误或已被领取！	104			http://www.quegame.com/	http://www.quegame.com/
13		2012|1|1	2017|11|1	1	0	0	0	-1				10|6049|0|1	10|7206|0|1	10|7210|0|1	10|7214|0|1			1	0		微信礼包	微信礼包	请输入正确的激活码！	激活码错误或已被领取！	105			http://www.quegame.com/	http://www.quegame.com/
14		2012|1|1	2017|11|1	1	0	0	0	-1				10|6094|0|1						1	0		内部宝箱（2000）	内部宝箱（2000）	请输入正确的激活码！	激活码错误或已被领取！	106			http://www.quegame.com/	http://www.quegame.com/
15		2012|1|1	2017|11|1	1	0	0	0	-1				10|6095|0|1						1	0		内部宝箱（5000）	内部宝箱（5000）	请输入正确的激活码！	激活码错误或已被领取！	107			http://www.quegame.com/	http://www.quegame.com/
16		2012|1|1	2017|11|1	1	0	0	0	-1				10|6096|0|1						1	0		内部宝箱（20000）	内部宝箱（20000）	请输入正确的激活码！	激活码错误或已被领取！	108			http://www.quegame.com/	http://www.quegame.com/
17		2012|1|1	2017|11|1	1	0	0	0	-1				10|7202|0|1	10|7207|0|1	10|7637|0|1				1	0		17173特权礼包（第三区）	17173特权礼包（第三区）	请输入正确的激活码！	激活码错误或已被领取！	109			http://www.quegame.com/	http://www.quegame.com/
18		2012|1|1	2017|11|1	1	0	0	0	-1				10|7202|0|1	10|7211|0|1	10|7607|0|1				1	0		新浪特权礼包（第三区）	新浪特权礼包（第三区）	请输入正确的激活码！	激活码错误或已被领取！	110			http://www.quegame.com/	http://www.quegame.com/
19		2012|1|1	2017|11|1	1	0	0	0	-1				10|7202|0|1	10|7215|0|1	10|7707|0|1				1	0		多玩特权礼包（第三区）	多玩特权礼包（第三区）	请输入正确的激活码！	激活码错误或已被领取！	111			http://www.quegame.com/	http://www.quegame.com/
20		2012|1|1	2017|11|1	1	0	0	0	-1				10|7202|0|1	10|7218|0|1	10|7662|0|1				1	0		40407特权礼包（第三区）	40407特权礼包（第三区）	请输入正确的激活码！	激活码错误或已被领取！	112			http://www.quegame.com/	http://www.quegame.com/
21		2012|1|1	2017|11|1	1	0	0	0	-1				10|6097|0|1	10|7202|0|1	10|7631|0|1				1	0		07170特权礼包（第三区）	07170特权礼包（第三区）	请输入正确的激活码！	激活码错误或已被领取！	113			http://www.quegame.com/	http://www.quegame.com/
22		2012|1|1	2017|11|1	1	0	0	0	-1				10|6097|0|1	10|7206|0|1	10|7210|0|1	10|7214|0|1	10|7631|0|1		1	0		媒体通用礼包（第三区）	媒体通用礼包（第三区）	请输入正确的激活码！	激活码错误或已被领取！	114			http://www.quegame.com/	http://www.quegame.com/
23		2012|1|1	2017|11|1	1	0	0	0	-1				10|6097|0|1	10|7206|0|1	10|7210|0|1	10|7214|0|1			1	0		微信礼包（第三区）	微信礼包（第三区）	请输入正确的激活码！	激活码错误或已被领取！	115			http://www.quegame.com/	http://www.quegame.com/
24		2012|1|1	2017|11|1	1	0	0	0	-1				10|7202|0|1	10|7206|0|1	10|7210|0|1	10|7214|0|1	10|7632|0|1		1	0		官网新手礼包（第三区）	官网新手礼包（第三区）	请输入正确的激活码！	激活码错误或已被领取！	116			http://www.quegame.com/	http://www.quegame.com/
25		2012|1|1	2017|11|1	1	0	0	0	-1				10|7202|0|1	10|7207|0|1	10|7636|0|1	10|3500|0|50			1	0		17173独家礼包	17173独家礼包	请输入正确的激活码！	激活码错误或已被领取！	117			http://www.quegame.com/	http://www.quegame.com/
26		2012|1|1	2017|11|1	1	0	0	0	-1				10|7202|0|1	10|7211|0|1	10|7606|0|1	10|3501|0|50			1	0		新浪独家礼包	新浪独家礼包	请输入正确的激活码！	激活码错误或已被领取！	118			http://www.quegame.com/	http://www.quegame.com/
27		2012|1|1	2017|11|1	1	0	0	0	-1				10|7202|0|1	10|7215|0|1	10|7701|0|1	10|3502|0|50			1	0		多玩独家礼包	多玩独家礼包	请输入正确的激活码！	激活码错误或已被领取！	119			http://www.quegame.com/	http://www.quegame.com/
28		2012|1|1	2017|11|1	1	0	0	0	-1				10|7202|0|1	10|7218|0|1	10|7661|0|1	10|3500|0|50			1	0		40407独家礼包	40407独家礼包	请输入正确的激活码！	激活码错误或已被领取！	120			http://www.quegame.com/	http://www.quegame.com/
29		2012|1|1	2017|11|1	1	0	0	0	-1				10|7202|0|1	10|7206|0|1	10|7210|0|1	10|7214|0|50	10|7632|0|1		1	0		07073独家礼包	07073独家礼包	请输入正确的激活码！	激活码错误或已被领取！	121			http://www.quegame.com/	http://www.quegame.com/
30		2012|1|1	2017|11|1	1	0	0	0	-1				10|6097|0|1	10|7202|0|1	10|3500|0|20				1	0		媒体通用礼包	媒体通用礼包	请输入正确的激活码！	激活码错误或已被领取！	122			http://www.quegame.com/	http://www.quegame.com/
31		2012|1|1	2017|11|1	1	0	0	0	-1				10|6097|0|1	10|7206|0|1	10|7210|0|1	10|7214|0|50	10|3501|0|20		1	0		微信礼包	微信礼包	请输入正确的激活码！	激活码错误或已被领取！	123			http://www.quegame.com/	http://www.quegame.com/
32		2012|1|1	2017|11|1	1	0	0	0	-1				10|6097|0|1	10|7206|0|1	10|7210|0|1	10|7214|0|50	10|3502|0|20		1	0		官网新手礼包	官网新手礼包	请输入正确的激活码！	激活码错误或已被领取！	124			http://www.quegame.com/	http://www.quegame.com/
33		2012|1|1	2017|11|1	1	0	0	0	-1				10|6081|0|1						1	0		贵宾大礼包	贵宾大礼包	请输入正确的激活码！	激活码错误或已被领取！	125			http://www.quegame.com/	http://www.quegame.com/
34		2012|1|1	2017|11|1	1	0	0	0	-1				10|6081|0|10						1	0		贵宾豪华大礼包	贵宾豪华大礼包	请输入正确的激活码！	激活码错误或已被领取！	126			http://www.quegame.com/	http://www.quegame.com/
35		2012|1|1	2016|3|31	1	0	0	0	-1				10|7661|0|1	10|7551|0|1	10|7523|0|2	5|0|0|20000			1	0		页游网独家豪华大礼包	页游网独家豪华大礼包	请输入正确的激活码！	激活码错误或已被领取！	127			http://www.quegame.com/	http://www.quegame.com/
36		2012|1|1	2016|3|31	1	0	0	0	-1				10|7661|0|1	10|7551|0|1	10|7523|0|3	5|0|0|20000	10|10013|0|1		1	0		将星诀17173独家礼包	将星诀17173独家礼包	请输入正确的激活码！	激活码错误或已被领取！	128			http://www.quegame.com/	http://www.quegame.com/
37		2012|1|1	2016|3|31	1	0	0	0	-1				10|7552|0|1						1	0		页游网独家豪华大礼包2	页游网独家豪华大礼包2	请输入正确的激活码！	激活码错误或已被领取！	129			http://www.quegame.com/	http://www.quegame.com/
1100		2012|1|1	2012|11|1	1	0	0	0	-1				5|0|0|5000	10|6072|0|1	10|7551|0|1	10|7521|0|1	10|6782|0|1		1	0		黄钻新手礼包	黄钻新手礼包		服务器繁忙，请稍候再领取！
1101		2012|1|1	2012|11|1	1	0	0	0	-1				5|0|0|5000						1	0		黄钻1级每日礼包	黄钻1级每日礼包		服务器繁忙，请稍候再领取！
1102		2012|1|1	2012|11|1	1	0	0	0	-1				5|0|0|5500						1	0		黄钻2级每日礼包	黄钻2级每日礼包		服务器繁忙，请稍候再领取！
1103		2012|1|1	2012|11|1	1	0	0	0	-1				5|0|0|6000						1	0		黄钻3级每日礼包	黄钻3级每日礼包		服务器繁忙，请稍候再领取！
1104		2012|1|1	2012|11|1	1	0	0	0	-1				5|0|0|6500						1	0		黄钻4级每日礼包	黄钻4级每日礼包		服务器繁忙，请稍候再领取！
1105		2012|1|1	2012|11|1	1	0	0	0	-1				5|0|0|7000						1	0		黄钻5级每日礼包	黄钻5级每日礼包		服务器繁忙，请稍候再领取！
1106		2012|1|1	2012|11|1	1	0	0	0	-1				5|0|0|7500						1	0		黄钻6级每日礼包	黄钻6级每日礼包		服务器繁忙，请稍候再领取！
1107		2012|1|1	2012|11|1	1	0	0	0	-1				5|0|0|8000						1	0		黄钻7级每日礼包	黄钻7级每日礼包		服务器繁忙，请稍候再领取！
1108		2012|1|1	2012|11|1	1	0	0	0	-1				5|0|0|8500						1	0		黄钻8级每日礼包	黄钻8级每日礼包		服务器繁忙，请稍候再领取！
1109		2012|1|1	2012|11|1	1	0	0	0	-1				5|0|0|5000	10|7322|0|1	10|7318|0|1	10|7314|0|1	10|7310|0|1		1	0		年费黄钻每日礼包	年费黄钻每日礼包		服务器繁忙，请稍候再领取！
1110		2012|1|1	2012|11|1	1	0	0	0	-1				5|0|0|2000						1	0		普通升级礼包	普通升级礼包		服务器繁忙，请稍候再领取！
1111		2012|1|1	2012|11|1	1	0	0	0	-1				5|0|0|5000	10|6072|0|1					1	0		黄钻升级礼包	黄钻升级礼包		服务器繁忙，请稍候再领取！
2000	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	100		1		10|7554|0|1	5|0|0|5000	10|6069|0|5				1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2001	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	500		1		10|6098|0|1	10|7637|0|1	10|7554|0|4	5|0|0|10000			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2002	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	1000		1		10|6773|0|1	10|7671|0|1	5|0|0|10000	10|7551|0|1			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2003	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	5000		1		10|6774|0|1	10|7672|0|1	5|0|0|10000	10|7550|0|3			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2004	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	100		2		10|7637|0|1	10|7554|0|1	5|0|0|12000				1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2005	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	500		2		10|6098|0|1	10|7637|0|1	10|7554|0|4	5|0|0|12000			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2006	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	1000		2		10|6773|0|1	10|7671|0|1	5|0|0|12000	10|7550|0|2			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2007	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	5000		2		10|6774|0|1	10|7671|0|4	5|0|0|24000	10|7550|0|3			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2008	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	100		3		10|7737|0|1	10|7640|0|1	10|7554|0|1	5|0|0|16000			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2009	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	500		3		10|6102|0|1	10|7640|0|3	5|0|0|16000				1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2010	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	1000		3		10|7642|0|1	10|7522|0|1	5|0|0|16000	10|7551|0|1			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2011	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	5000		3		10|7644|0|1	10|6137|0|2	5|0|0|32000	10|7552|0|1			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2012	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	100		4		10|7737|0|2	10|7640|0|2	10|7554|0|1	5|0|0|18000			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2013	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	500		4		10|6098|0|3	10|7642|0|1	5|0|0|18000				1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2014	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	1000		4		10|7642|0|2	10|7522|0|1	5|0|0|18000	10|7550|0|3			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2015	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	5000		4		10|7642|0|4	10|6137|0|2	5|0|0|36000	10|7552|0|1			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2016	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	400		1|4		10|2044|0|1						1	0		多日充值	累积充值	开服前四天，累积充值达到|元宝，可领取	服务器繁忙，请稍候再领取！
2017	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	1000		1|4		10|6049|0|3						1	0		多日充值	累积充值	开服前四天，累积充值达到|元宝，可领取	服务器繁忙，请稍候再领取！
2018	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	2000		1|4		10|7552|0|10						1	0		多日充值	累积充值	开服前四天，累积充值达到|元宝，可领取	服务器繁忙，请稍候再领取！
2019	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	3000		1|4		10|2131|0|1						1	0		多日充值	累积充值	开服前四天，累积充值达到|元宝，可领取	服务器繁忙，请稍候再领取！
2020	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	4000		1|4		10|2132|0|1	10|2134|0|1					1	0		多日充值	累积充值	开服前四天，累积充值达到|元宝，可领取	服务器繁忙，请稍候再领取！
2021	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	10000		1|4		10|10054|0|1	10|2135|0|1					1	0		多日充值	累积充值	开服前四天，累积充值达到|元宝，可领取	服务器繁忙，请稍候再领取！
2022	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	20000		1|4		10|10014|0|1	10|2133|0|1					1	0		多日充值	累积充值	开服前四天，累积充值达到|元宝，可领取	服务器繁忙，请稍候再领取！
2023	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	100		5		10|7554|0|1	5|0|0|5000	10|7653|0|1				1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
2024	Recharge.cfg	2012|1|1	2017|11|1	1	0	2	0	500		5		10|6071|0|1	10|7697|0|1	10|7554|0|4	5|0|0|10000			1	0		今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！
