id	text
1	非法的城池
2	你已经在排队了
3	距离太远
4	宝箱已经打开
5	查询部队信息
6	准备进入场景
7	即将退出游戏场景
8	"登陆失败,用户名密码错误"
9	注册成功
10	注册失败，账户已经存在
11	与游戏服务器断开连接
12	登陆游戏成功
13	"登陆游戏失败,无法连接游戏服务器"
14	登陆游戏失败
15	收到服务器列表
16	无法连接服务器
17	服务器人数满了
18	校验场景信息
19	登录场景
20	本回合结束
21	游戏开始
22	该昵称已存在
23	没有部队！
24	创建角色失败
25	删除角色失败
26	所在场景不支持跨图寻路
27	网络未响应
28	登陆场景失败…
29	异地登录
52	请从登录器或者网页端登陆游戏！
1000	进入战场失败！
1001	登陆房间...
1002	登陆房间失败…
1003	没有部队！
1004	所带兵力领导力不得低于
1005	进入副本失败！
1006	战场已经结束了
1007	你在组队里了
1008	已经在战场了
1009	已经在排队了
1010	已经有队伍了
1011	未离开副本
1012	在组队里，由队长排队
1013	"已经在战场了,请等待战场结束"
1014	组队的战场ID和要排的战场ID不同
1015	无效城池
1016	城战尚未开始
1017	关隘战尚未开始
1018	提前退出惩罚时间内
1019	不能使用
1020	"警告：有人登陆了您的帐号,您已被迫下线,请退出游戏！"
1021	加入组队失败！
1022	队伍已解散！
1023	你已被队长请出队伍！
1024	组队副本[%s]
1025	城战[%s]
1026	道具[%s]使用失败！（背包空格不够，或已使用更高级的资源卡）
1027	玩家%s拒绝了您的邀请！
1028	兵种信息出错
1029	兵种数量超额
1030	领导力超出
1031	将卡出错
1032	将卡背包已满
1033	您在逃兵惩罚时间内，无法加入组队！
1034	是否进入城战%s
1035	你已经在[%s]队列中，平行战场数量已满或者等待人数不足，请等待！%s
1036	[%s]已经结束战斗，请点击退出！
1037	[%s]已经被攻陷，请点击退出！
1038	[%s]战场创建失败，请点击退出!
1039	多人副本[%s]
1040	是否进入副本[%s]并扣除[%s个军令]?
1041	军令不足，您可以够买军令或者在背包里使用[令匣]！
1042	进入战场服务器失败！
1043	没有找到对应的战场！
1044	进入战场失败，战场人数已满
1045	创建副本失败！
1046	进入副本服务器失败！
1047	组队进入房间失败！
1048	进入战场
1049	准备进入战场
1050	正在查寻战场
1051	进入副本
1052	创建副本
1053	准备进入副本
1054	进入序幕
1055	创建序幕场景
1056	已经分配了战场，现在不能退出！
1057	创建角色
1058	准备进入序幕
1059	验证角色名
1060	正在连接战场
1061	水井已经干枯
1062	该玩家已经下线，不能被邀请
1063	该玩家在组队里，不能被邀请
1064	该玩家在战场里，不能被邀请
1065	该玩家正在战场排队，不能被邀请
1066	该玩家在提前退出惩罚时间内，不能被邀请
1067	该玩家不能被邀请
1068	创建角色失败！
1069	编队信息校验失败！
1070	对方已经完成该副本
1071	与服务器连接超时，请重新登录！
1072	"你已经在[%s]队列中,请等待！%s,剩余时间已经不够开辟新战场了！"
1073	军队无法到达该城！
1074	接受邀请失败！
1075	等级不足，接受邀请失败！
1076	检测到客户端帧率过低，是否降低显示效果？（部分设置重启后才能生效）
1077	不能重复创建组队！
1078	与战场断开连接！
1079	尝试与服务器重新连接
1080	"[%s]无法进入已开辟战场并且无法开辟新战场,请点击退出！"
1081	抵制不良游戏 拒绝盗版游戏 注意自我保护 谨防受骗上当 适度游戏益脑 沉迷游戏伤身 合理安排时间 享受健康生活
1082	该城池已经被攻陷了！
1083	"您在逃兵惩罚时间内,不能进入战场!"
1084	您尚未完成首值，不能领取！
1085	您已经领取过了！
1086	未知错误！
1087	补兵失败！点击确定后退出！
1088	兵力不足，补兵失败！点击确定后退出！
1089	粮草不足，补兵失败！点击确定后退出！
1090	元宝不足，补兵失败！点击确定后退出！
1091	资源不足，补兵失败！点击确定后退出！
1092	铜钱不足，补兵失败！点击确定后退出！
1093	今日可购资源量不足，补兵失败！点击确定后退出！
1094	资源够买失败，补兵失败！点击确定后退出！
1095	战场已经结束！点击确定后退出！\n（%d秒后自动退出）
1096	是否确定退出战场？\n（%d秒后自动退出）
1097	长时间无操作，离开战场！
1098	角色已经存在，请尝试重新登录，如果仍然无法进入游戏，请与客服联系！
1099	名字不能为空！
1100	不能与原先同名！
1101	名字过长（最多6个中文字符）！
1102	改名成功！
1103	该名字已经被使用！
1104	您需要再等%s才可以改名！
1105	尚未达到系统允许的改名时间间隔，请稍后再试！请检测本地时间是否正确！
1106	%s使用失败，使用时间过期
1107	激活失败！
1108	道具不足！
1109	请输入10~200个字！
1110	提交成功！
1111	"在这里输入您的意见内容！10~200字.请描述尽可能详细,有助于我们更好的听取您的意见。"
1112	已自动将编队兵力补满
1113	兵力不足，编队兵力无法补满
1114	"兵力不足,且不可招募！"
1115	你累积在线时间已满%s个小时
1116	防沉迷系统提示：退出倒计时%s秒！
1117	成就商品兑换失败，成就点数不足！
1118	成就商品兑换失败，等级不足！
1119	成就商品兑换失败，购买次数已经达到上限！
1120	成就商品兑换失败，需要完成相关的成就！
1121	今日国家建设次数已经达到上限！
1122	"消耗%s铜钱建设,今日剩余%s次"
1123	国战排行榜规则说明
1124	1：国战时间结束后进行排行榜奖励结算\n2：国战期间内每场战场结算结束，排行榜数据自动更新\n3：排行榜数据统计时间为国战开启和国战结束，至下一场国战开始时清除数据\n4：请及时领取排行榜奖励
1125	本区为绿色新手区，不能提取轮回装备
1126	该八卦石已经不存在
1127	将八卦石从装备上取出/n每次消耗500礼金/元宝/nVIP10免费
1128	该将卡已经下架
1129	每周一5:00自动刷新\nV15免费刷新
1130	"传送至附近最近据点,冷却"
1131	秒【B】
1132	该装备没有镶嵌八卦石
1133	将要取出的将卡中含有%s张异国将卡，取出需要消耗%s礼金/元宝，是否确定要取出
1134	0
1135	较少
1136	较多
1137	很多
1138	轮回符不足！
1139	编队中的将卡无法直接存储，请先将将卡从编队中取出并点击出战，然后再从将卡背包中存储。
1140	要存储的装备不存在！
1141	不能注灵!
1142	失败，注灵点数不足!
1143	已经到达注灵最高等级!
1144	使用失败，请先激活神器！
1145	使用失败，神器已满级！
1146	神器激活失败！
1147	已达到购买次数上限！
1148	激活了%s个神器！
1149	请先激活神器！
1150	恭喜你获得了神器效果，每次神器升级将额外获得%s点注灵点，且根据当前神器等级补偿%s点注灵点！
1151	神器币不足！
1152	该商品已经下架！
1153	击杀世界副本任意小怪(%d/%d)
1154	该副本已经通过，不能购买！
1155	系统判断你是轮回老玩家，是否消耗
1156	直接三星通关该副本？
1157	天命符不足
2000	%s%s建立军团%s，欢迎四方豪杰加入！
2001	铜钱不足！
2002	元宝不足！
2003	领主等级不足！
2004	请先输入军团名称！
2005	军团名称已被使用
2006	您已经在军团中，\n无法重复创建！
2007	军团创建中，\n请勿重复提交申请！
2008	背包空间不足，请先清理背包！
2009	军令不足，您可以够买军令或者在背包里使用[令匣]！
2010	您在副本或战场中，无法扫荡
2011	副本ID错误，扫荡失败
2013	扫荡失败，请重试
2014	很遗憾，军团成员已满！
2015	申请成功，请耐心等待对方批准！
2016	已经申请过了
2017	已经在军团中，\n不能重复加入军团
2018	恭喜，您已加入了一个军团！
2019	您已退出军团
2020	被一个军团拒绝了！
2021	名称不能含有敏感词！
2022	最多只能同时向四个军团发出申请！
2023	军团名称过长（最多6个中文字符）！
2024	等级不足！
2025	操作过于频繁，请稍后再试
2026	修改公告成功！
2027	修改公告失败！
2028	操作成功
2029	操作失败
2030	"消耗%s铜钱,可获取大量国家贡献"
2031	建设成功！
2032	铜钱不足！
2033	建设失败，建筑已到最高级
2034	将卡背包空间不足，\n请先清理将卡背包！
2035	好感度不足！
2036	元宝不足！
2037	购买后军令将超限，\n请将军先去副本战斗！
2038	今日购买次数已用完！
2039	将魂不足，可通过出售将卡或活动获取将魂。
2040	随机抽取当前一张将卡，\n刷新下批将卡。
2042	批量刷新10次将卡，\n出现紫色以上时停止。
2043	\n征辟后再刷新将卡\n仍可获得随机将卡！
2044	好感度存满时\n可以获得一张\n橙色将卡
2045	材料不足！
2046	背包数据有误，请先整理背包！
2047	物品出错！
2048	国家贡献不足，可通过国家建设获得
2049	装备品质不足！
2050	材料数量不足！
2051	品质已达最高！
2052	装备出错！
2053	该装备不能附炼
2054	该材料不能附炼
2055	材料数量不能少于40\n八卦石数量不少于5
2056	该装备不能精炼！
2057	精炼信息错误！
2058	免费次数不足！
2059	元宝不足！
2060	免费次数不足时消耗元宝
2061	有较大概率刷出高级品质！
2062	有极大概率刷出高级品质！
2063	提升装备属性，\n八卦石将被消耗！
2064	有概率获得较少额外八卦石！
2065	有概率获得较多额外八卦石！
2066	装备品质出错
2067	建筑已开启！
2068	建筑ID出错！
2069	需要VIP1开启
2070	无效的ID
2071	成长值不足！
2072	已到最高级
2073	撤销委任成功
2074	将卡背包已满或元宝不足
2075	请先放入要熔炼的材料！
2076	对方等级不足，邀请失败！
2077	副本ID错误，邀请失败！
2078	功勋不足！
2079	免费抽将次数不足！
2080	前置军备未升满！
2081	工坊等级不足！
2082	尚未研发将卡商店科技！
2083	尚未研发橙卡升星科技！
2084	该帐号已在黑名单中
2085	黑名单中不存在该帐号
2086	黑名单已满
2087	前置副本未通关！
2088	铜钱不足！
2089	粮食不足！
2090	木材不足！
2091	铁矿不足！
2092	该科技已研发
2093	科技已在研发中
2094	添加成功
2095	请先研发相关科技
2096	清除研发时间成功！
2097	研发已完成！
2098	VIP等级不足或切页数已达最大
2099	成功增加一个编队切页！
2100	VIP等级不足或时间条已达到上限
2101	VIP1开启
2102	%s使用失败，时间超过上限
